PID,LotArea,LotShape,BldgTp
0527402060,9750,1,1
0527402130,10295,1,1
0527403360,7560,1,1
0527425035,12735,0,1
0527427110,4060,1,0
0527450110,1680,1,0
0527450250,1680,1,0
0527450520,1890,1,0
0527451060,1869,1,0
0527451290,1680,1,0
0527451400,1680,1,0
0527451550,1680,1,0
0527452150,4043,1,0
0527453160,2308,1,0
0527454120,2529,1,0
0527455270,9477,1,1
0528108150,12704,1,1
0528110080,13891,1,1
0528110110,13693,1,1
0528118030,13418,1,1
0528120130,12151,0,1
0528142140,10574,0,1
0528178090,16451,0,1
0528181010,12304,0,0
0528186160,6240,1,0
0528186170,6240,1,0
0528188090,2448,1,0
0528188150,2448,1,0
0528190010,8198,1,0
0528228345,3940,1,0
0528228405,3940,1,0
0528228445,3182,1,0
0528228465,3182,1,1
0528228540,3710,1,1
0528235020,9024,0,1
0528235120,7415,0,1
0528235180,9587,0,1
0528240040,8029,0,1
0528290010,15384,0,1
0528292060,12460,0,1
0528294060,8390,0,1
0528315060,9660,1,1
0528315110,9200,1,1
0528326030,14260,0,1
0528326110,11000,1,1
0528346050,11675,0,1
0528354100,10990,0,1
0528363020,11929,0,1
0528363110,10437,0,1
0528365060,10542,1,1
0528365080,10010,1,1
0528387050,10944,0,1
0528390020,14303,0,1
0528427010,11932,1,1
0528427070,14598,0,1
0528429050,11957,0,1
0528429070,13253,0,1
0528429080,14587,0,1
0528431060,10206,1,1
0528431080,12274,0,1
0528435020,9428,1,1
0528458030,8640,1,1
0528458050,8640,1,1
0528477040,9803,1,1
0528478030,9375,1,1
0528478040,10625,1,1
0528480060,10800,1,1
0528482020,10625,1,1
0528488140,7500,1,1
0528490080,8791,0,1
0531363060,7500,1,1
0531371070,10110,1,1
0531373060,12774,1,1
0531375050,13072,1,1
0531375110,13695,1,1
0531376070,9260,1,1
0531382090,8453,0,1
0531382110,8480,0,1
0531450030,8285,1,1
0531450090,7153,1,1
0531450170,9291,0,1
0531451020,8012,1,0
0531452140,7892,1,0
0532351050,9100,1,1
0532353050,12968,0,1
0532354150,8100,1,1
0532376170,8450,1,1
0532377020,6360,1,1
0532378200,6768,0,1
0532477030,19508,1,1
0532479020,10759,1,1
0533125080,9205,0,1
0533125140,11025,1,1
0533206050,4282,0,0
0533208080,4017,0,0
0533208140,3435,0,0
0533212050,3180,1,0
0533212140,3180,1,0
0533212150,3604,1,0
0533213070,2280,1,0
0533213120,2280,1,0
0533215020,4765,0,0
0533215030,4538,0,0
0533215040,4385,0,0
0533215070,4109,0,0
0533215080,5119,0,0
0533217050,2160,1,0
0533217060,2160,1,0
0533234020,10646,0,1
0533236060,2645,1,0
0533236070,2645,1,0
0533250050,14963,0,0
0533250110,11064,0,0
0533251120,11120,0,1
0534126090,10400,1,1
0534127210,11104,0,1
0534127230,11050,1,1
0534128050,11040,1,1
0534129060,15387,0,1
0534177180,10800,1,1
0534201240,8814,1,1
0534202130,8872,1,1
0534204030,8125,1,1
0534250335,13355,0,1
0534250410,9120,1,1
0534251280,9130,1,1
0534252270,9900,1,1
0534277060,8593,0,1
0534277070,8475,0,1
0534400030,8700,1,1
0534400060,10175,0,1
0534401130,9020,1,1
0534401190,9200,1,1
0534403050,8250,1,1
0534403080,9350,1,1
0534403100,9020,1,1
0534403260,9900,1,1
0534426040,10007,0,1
0534427040,10721,0,1
0534428020,12493,0,1
0534428100,11332,0,1
0534451170,4130,0,1
0534452060,7420,1,1
0534477080,9600,1,1
0534477090,9600,1,1
0534477270,9600,1,1
0534479150,7584,1,1
0535104020,10197,0,1
0535105030,7875,1,1
0535105060,8400,1,1
0535126140,14670,1,1
0535150210,7390,0,1
0535150280,9204,1,1
0535151160,7763,1,1
0535152200,8856,1,1
0535153140,9840,1,1
0535153150,9120,1,1
0535176100,13200,0,1
0535178060,9000,1,1
0535179060,11900,0,1
0535180100,9464,1,1
0535180120,10425,1,1
0535301080,11556,1,1
0535302130,9373,0,1
0535302140,12774,1,1
0535303030,14250,1,1
0535305030,7350,1,1
0535305160,7677,1,1
0535352080,8480,1,1
0535375160,7506,1,1
0535380050,10930,1,1
0535380110,5400,1,1
0535380140,10836,1,1
0535402120,9247,0,1
0535403010,10180,0,1
0535425060,11355,0,1
0535426260,10920,0,1
0535427070,27650,0,1
0535451050,7200,1,1
0535453020,8000,1,1
0535453040,8000,1,1
0535453210,7931,1,1
0535454150,8064,1,1
0535455060,6390,1,1
0535455080,7227,1,1
0535455090,7200,1,1
0535456070,7200,1,1
0535456100,7200,1,1
0535475020,7056,1,1
0535476370,9760,1,1
0535477090,7590,1,1
0902100020,9836,1,1
0902100030,5232,0,1
0902102060,10440,1,1
0902103150,9184,1,1
0902105010,4800,1,1
0902105020,10440,1,1
0902105130,4800,1,1
0902107030,6000,1,1
0902109110,11426,1,1
0902109120,7628,1,1
0902128075,5400,1,1
0902128150,10800,1,1
0902134100,6756,1,1
0902136110,5914,1,1
0902201120,6000,1,1
0902201140,12000,1,1
0902202090,9000,1,1
0902205070,7311,1,1
0902205090,6000,1,1
0902205140,6000,1,1
0902207120,12205,1,1
0902300110,9142,1,1
0902300215,12665,0,1
0902300260,5350,1,1
0902301140,4571,1,1
0902301150,9143,1,1
0902305080,9600,1,1
0902306120,6000,1,1
0902306130,9600,1,1
0902326060,10800,1,1
0902328040,6300,1,1
0902330010,5250,1,1
0902401010,5700,1,1
0902405070,10800,1,1
0902406020,9750,1,1
0902406090,12150,1,1
0902427150,8516,1,1
0903201030,7111,0,1
0903204010,7425,0,1
0903204095,9100,1,1
0903206070,7010,1,1
0903225050,6130,1,1
0903225140,5000,1,1
0903225160,5870,1,1
0903226060,6000,1,1
0903226150,6000,1,1
0903227080,6000,1,1
0903228040,6000,1,1
0903228060,6000,1,1
0903228090,5000,1,1
0903230110,5520,0,1
0903231080,6240,1,1
0903232090,6240,1,1
0903233080,6240,1,1
0903234090,6120,1,1
0903234100,6120,1,1
0903235010,6155,0,1
0903235100,6324,0,1
0903236010,8635,1,1
0903400180,13053,1,1
0903401020,9120,1,1
0903401030,9144,1,1
0903401050,9144,1,1
0903425420,10267,1,1
0903426160,8094,1,1
0903427090,5100,1,1
0903429010,4347,1,1
0903452025,6291,0,1
0903453050,10266,1,1
0903454100,6876,1,1
0903455030,10320,1,1
0903455140,7200,1,1
0903456130,7006,1,1
0903458110,7920,0,1
0903475020,8235,0,1
0903476110,5586,0,1
0903481010,10320,1,1
0903484020,10320,1,1
0904100020,9488,1,1
0904100040,8250,1,1
0904100160,21286,1,1
0904351280,10106,1,1
0905100020,11235,1,1
0905102170,11200,1,1
0905103030,13014,1,1
0905104080,7162,0,1
0905104110,10265,0,1
0905104180,9764,0,1
0905107380,9981,0,1
0905108170,7400,0,1
0905200160,9000,1,1
0905200510,8544,0,1
0905201020,9239,1,1
0905201110,14175,1,1
0905201120,13284,1,1
0905202230,13500,1,1
0905225040,13825,1,1
0905226030,10200,1,1
0905351089,2887,1,1
0905352030,10005,1,1
0905352070,20270,0,1
0905401045,39104,0,1
0905401060,53227,0,1
0905403060,5190,1,1
0905403150,10452,0,1
0905426030,19550,1,1
0905427050,21780,1,1
0905451330,9571,1,1
0905452120,9360,1,1
0905476120,8405,1,1
0905477050,7000,1,1
0905479110,10880,1,1
0905480150,9600,1,1
0905480240,9084,1,1
0906204150,11839,1,1
0906204280,9771,0,1
0906223110,9938,1,1
0906223140,14171,0,1
0906223220,10541,0,1
0906378190,10616,0,1
0906380030,9345,0,1
0906412010,11778,1,1
0906420130,11228,0,1
0906424010,11454,0,1
0906475100,11500,0,1
0906476030,12798,0,1
0907126030,9750,1,1
0907135020,9525,1,1
0907135260,9245,0,1
0907175080,8696,0,1
0907194020,12435,1,1
0907196040,12192,0,1
0907196050,11250,0,1
0907200110,9200,0,1
0907201060,8385,1,1
0907202010,12250,0,1
0907202160,10970,0,1
0907202190,9216,0,1
0907202240,14330,0,1
0907203090,7990,0,1
0907227050,7180,0,1
0907227300,7200,1,1
0907250020,9742,1,1
0907253060,10316,0,1
0907255020,9240,1,1
0907255030,9720,0,1
0907255060,14860,0,1
0907260010,11250,1,1
0907262030,8158,1,1
0907262060,10905,0,1
0907262070,7226,0,1
0907265100,11690,0,1
0907285080,8750,1,1
0907290150,4435,1,0
0907290250,4426,1,0
0907295020,13125,1,1
0907412090,11049,1,1
0907418010,11058,1,1
0907418040,9627,1,1
0907420080,8199,1,1
0907425010,4426,1,0
0907425015,4426,1,0
0907425030,4438,1,0
0907425035,4438,1,0
0908102030,8777,1,1
0908102140,9825,1,1
0908102260,9937,1,1
0908103260,12102,1,1
0908103280,6500,1,1
0908127120,13907,1,1
0908128050,10012,1,1
0908128110,6931,1,1
0908151040,9638,0,1
0908152110,7200,1,1
0908152270,7024,1,1
0908225170,6931,1,1
0908226120,12180,1,1
0908250090,9520,1,1
0908275130,11767,1,1
0908275180,8172,1,1
0908275280,16466,0,1
0909100150,5142,1,1
0909100170,5604,1,1
0909101060,8248,1,1
0909101180,5687,1,1
0909131170,12155,0,1
0909175050,8400,1,1
0909175100,8400,1,1
0909177120,7290,1,1
0909201110,8525,1,1
0909251080,8969,1,1
0909251090,11526,0,1
0909252110,15576,1,1
0909252220,15564,1,1
0909253190,6292,1,1
0909254050,7609,1,1
0909256060,10480,1,1
0909275040,9650,0,1
0909275050,7200,1,1
0909276170,11988,0,1
0909277040,11700,0,1
0909277070,9260,0,1
0909281030,7801,0,1
0909281110,9670,0,1
0909425010,15660,0,1
0909425085,12392,1,1
0909428170,26073,0,1
0909428190,14778,0,1
0909451020,1879,1,0
0909451150,1950,1,0
0910200080,7000,1,1
0910201130,6000,1,1
0910202050,3636,1,1
0910202100,5890,1,1
0910203020,6900,1,1
0910203090,8155,1,1
0910206110,7392,1,1
0910226040,9000,1,1
0911102170,8500,1,1
0911102180,5150,1,1
0911370520,3811,0,0
0911370540,3842,0,0
0914465060,13265,0,1
0914467050,11050,1,1
0914475020,9880,1,1
0914476010,10125,1,1
0914476450,9990,1,1
0916226030,4084,0,0
0916325080,15498,0,1
0916380060,11563,0,1
0916382120,9520,0,1
0916384100,12852,0,1
0916386040,9802,1,1
0916386080,9735,1,1
0916386180,12018,0,1
0916402015,12890,0,1
0916402115,12416,0,1
0916402215,18265,1,1
0916403230,10200,1,1
0916455120,11202,0,1
0916460060,7915,0,1
0916477020,12244,1,1
0921126030,11449,0,1
0921201060,11447,0,1
0923202137,9278,1,1
0923203140,4500,1,0
0923225080,4224,1,0
0923225150,2665,1,0
0923225200,2665,1,0
0923225310,1974,1,0
0923225370,1596,1,0
0923227030,17979,0,1
0923228080,1477,1,0
0923228420,1890,1,0
0923250210,21750,1,1
0923252100,6490,1,1
0923275090,6951,0,1
0923277030,6600,1,1
0923277040,6600,1,1
0923277080,6600,1,1
0923400040,12508,0,1
0923426010,12395,1,1
0924100020,11075,0,1
1007100110,56600,0,1
0526352080,10667,1,1
0526352090,10628,1,1
0526355170,13651,0,1
0526355190,15865,0,1
0527105140,12394,0,1
0527107040,10364,0,1
0527110080,13869,0,1
0527110120,8773,0,1
0527110130,8872,0,1
0527126030,5330,1,0
0527158090,10147,0,1
0527161090,8637,0,1
0527162080,7875,1,1
0527162090,7875,1,1
0527163080,9556,0,1
0527165020,10784,0,1
0527165100,9125,0,1
0527165170,7655,0,1
0527175130,18160,1,1
0527182040,3696,1,0
0527182170,5062,0,0
0527184020,4740,0,0
0527184110,5118,0,0
0527210060,14157,0,1
0527252050,8035,0,0
0527252070,8089,1,1
0527256030,14082,0,1
0527301080,12546,0,1
0527301280,10960,0,1
0527302060,12090,1,1
0527302090,12299,1,1
0527325090,11339,0,1
0527328020,10395,0,1
0527328050,11850,1,1
0527353080,11584,1,1
0527354050,10400,1,1
0527356050,10793,1,1
0527357020,13001,0,1
0527358060,12243,0,1
0527359080,12384,1,1
0527359160,8991,0,1
0527377110,8000,1,1
0527402090,10500,1,1
0527402150,10530,0,1
0527402240,7472,0,1
0527403310,9457,1,1
0527404050,7920,1,1
0527404100,9758,0,1
0527404140,8294,1,1
0527404150,7340,0,1
0527425140,9000,1,1
0527427090,4058,1,0
0527427160,4113,0,0
0527427200,10943,0,0
0527450030,2205,1,0
0527450150,1890,1,0
0527450220,2058,1,0
0527451020,2016,1,0
0527451170,1920,1,0
0527452100,4928,0,0
0527453010,2308,1,0
0527455030,2304,1,0
0527455250,7150,1,1
0528102120,11825,1,1
0528102130,12085,1,1
0528104010,14333,1,1
0528106060,13440,1,1
0528108160,14154,1,1
0528110070,14226,1,1
0528112150,11428,0,1
0528120010,16659,0,1
0528120150,9591,1,1
0528144050,10562,1,1
0528150110,13069,0,1
0528150120,12099,0,1
0528166150,14277,1,1
0528168040,11999,1,1
0528172030,12568,1,1
0528172050,9926,0,1
0528172070,9254,0,1
0528172075,10732,0,1
0528174010,7577,0,0
0528174020,3901,1,0
0528174030,3903,1,0
0528174040,6289,0,0
0528181060,4590,1,0
0528181070,4590,1,0
0528181080,6442,0,0
0528186190,6240,1,0
0528188160,3242,1,0
0528218020,10237,1,1
0528218050,10237,1,1
0528218100,13204,0,1
0528221030,8857,0,1
0528221040,9729,0,1
0528221050,12216,0,1
0528221090,9018,0,1
0528222030,8993,0,1
0528222040,8899,0,1
0528222050,8499,0,1
0528222060,8229,0,1
0528222080,7713,1,1
0528222090,7697,1,1
0528228270,3922,1,0
0528228375,3621,1,0
0528228555,3710,1,1
0528231010,14572,0,1
0528231030,16219,0,1
0528235000,11084,0,1
0528235160,11796,0,1
0528235170,10936,0,1
0528240020,8244,0,1
0528250070,7875,1,1
0528275035,8063,1,1
0528275110,8740,0,1
0528280110,7917,1,1
0528280150,9967,0,1
0528290060,7750,1,1
0528290170,9487,0,1
0528294010,9649,0,1
0528322020,12191,0,1
0528326060,11000,1,1
0528340030,10557,0,1
0528344020,11002,0,1
0528348030,10790,1,1
0528354060,9920,0,1
0528354110,11787,0,1
0528358040,9950,0,1
0528364110,12257,0,1
0528366070,11762,1,1
0528376010,9044,0,1
0528427040,9910,1,1
0528427100,11830,1,1
0528429110,15256,0,1
0528431030,10612,1,1
0528431050,13501,0,1
0528431110,9986,1,1
0528435060,9849,1,1
0528435070,10000,1,1
0528439040,8847,1,1
0528439050,9158,1,1
0528439080,8251,1,1
0528441080,10084,1,1
0528445020,9605,1,1
0528445070,8778,1,1
0528456190,8640,1,1
0528456230,9000,1,1
0528458080,8640,1,1
0528458120,9000,1,1
0528458130,9000,1,1
0528477020,11096,1,1
0528482010,11824,0,1
0528482030,10625,1,1
0531363020,7500,1,1
0531363040,7500,1,1
0531375140,12450,1,1
0531376060,7441,0,1
0531380110,8462,0,1
0531384070,11613,0,1
0531385070,8450,1,1
0531385130,16196,0,1
0531451030,8012,1,0
0531451150,8012,1,0
0531453140,9180,0,1
0532353120,6285,1,1
0532354010,8480,1,1
0532354060,7420,1,1
0532354070,7758,0,1
0532376040,6970,1,1
0532376090,13673,0,1
0532377050,7476,1,1
0532377140,9945,0,1
0532378240,6173,0,1
0532476080,19522,0,1
0532477040,17542,0,1
0532479050,10751,0,1
0532479140,12712,0,1
0533120030,9572,0,1
0533130170,10678,1,1
0533205110,4379,0,0
0533206060,3523,0,0
0533206070,3784,0,0
0533208010,4230,1,0
0533208020,3606,1,0
0533208070,4251,0,0
0533213130,2280,1,0
0533213140,3230,1,0
0533221030,2117,1,0
0533221060,2117,1,0
0533221100,2117,1,0
0533223050,5105,0,0
0533236040,2645,1,0
0533241030,7399,0,1
0533242080,7321,0,1
0533242090,8010,0,1
0533244040,8413,0,1
0533250190,9466,0,0
0533251110,12000,1,1
0533251130,16157,0,1
0533252130,10768,0,1
0533253180,3840,0,0
0533254100,9600,1,1
0533254130,9600,1,1
0533350020,17778,0,1
0534104090,7050,1,1
0534125120,11700,1,1
0534127080,8000,1,1
0534127140,8723,0,1
0534127260,11700,1,1
0534128090,11358,0,1
0534151090,9547,1,1
0534151180,10530,1,1
0534176140,10738,0,1
0534177210,9600,1,1
0534178010,10800,1,1
0534201040,8050,1,1
0534202030,10355,0,1
0534204120,10289,1,1
0534252040,9503,1,1
0534252110,12342,0,1
0534275170,12772,0,1
0534275220,8892,0,1
0534276070,10482,1,1
0534276160,7535,0,1
0534276180,7450,0,1
0534278150,14357,0,1
0534278170,8243,0,1
0534278190,8680,1,1
0534401120,8800,1,1
0534401200,9200,1,1
0534403040,9350,1,1
0534403290,8800,1,1
0534403420,11382,0,1
0534425015,22002,1,1
0534425080,14585,0,1
0534427140,7388,1,1
0534430090,8280,0,1
0534431020,12172,1,1
0534451020,3500,1,1
0534453080,5175,1,1
0534475170,9500,1,1
0534476080,9600,1,1
0534479120,9492,1,1
0534479140,9480,1,1
0535105110,9600,0,1
0535106140,10150,1,1
0535106180,11344,1,1
0535151020,8760,1,1
0535151100,6860,0,1
0535152060,8176,1,1
0535154080,9750,1,1
0535155110,9250,1,1
0535176070,11988,0,1
0535177020,9100,1,1
0535177110,9736,1,1
0535179120,9770,1,1
0535180030,10152,1,1
0535181030,12155,0,1
0535181140,12198,0,1
0535300040,10050,1,1
0535301060,11556,1,1
0535302070,10950,1,1
0535304170,7942,1,1
0535305180,8923,1,1
0535325090,8540,1,1
0535325280,7134,1,1
0535325320,7150,1,1
0535327160,8400,1,1
0535327200,13300,1,1
0535353050,9532,1,1
0535353130,15783,1,1
0535353160,14190,1,1
0535354050,9600,1,1
0535354260,12099,0,1
0535375130,10134,1,1
0535376010,5500,1,1
0535378080,10284,1,1
0535379060,10800,1,1
0535379110,10800,1,1
0535382150,5400,1,1
0535402140,10090,0,1
0535402180,8700,0,1
0535403030,8300,0,1
0535450190,8064,1,1
0535450220,11664,1,1
0535450310,10496,1,1
0535451040,7200,1,1
0535451100,7200,1,1
0535451110,7200,1,1
0535452060,7000,1,1
0535453080,7500,1,1
0535453150,7315,1,1
0535453180,7903,1,1
0535457020,8000,1,1
0535476360,9760,1,1
0535477130,7590,1,1
0535477180,6600,1,1
0535478040,6760,1,1
0902100010,6978,1,1
0902105110,9600,1,1
0902106070,6000,1,1
0902106120,4480,1,1
0902110010,3153,1,1
0902125120,10800,1,1
0902128160,7200,1,1
0902201090,9000,1,1
0902201130,6000,1,1
0902202070,5925,1,1
0902205020,5925,1,1
0902205130,6000,1,1
0902206270,9639,1,1
0902207010,3880,1,1
0902207150,8520,1,1
0902300020,10337,0,1
0902300040,9863,1,1
0902301030,9600,1,1
0902301130,4571,1,1
0902302150,13600,1,1
0902303100,8398,1,1
0902304040,9900,1,1
0902305010,3600,1,1
0902330090,13500,1,1
0902332030,7200,1,1
0902401030,5400,1,1
0902404010,8100,1,1
0902408080,10800,1,1
0902427040,9439,1,1
0903201090,6854,1,1
0903204030,8674,1,1
0903205085,8731,0,1
0903206170,8737,0,1
0903225040,6125,1,1
0903227140,6000,1,1
0903228080,6000,1,1
0903231050,6120,1,1
0903231090,6240,1,1
0903231180,6240,1,1
0903232100,6240,1,1
0903233030,6120,1,1
0903233050,6120,1,1
0903233140,6120,1,1
0903233180,6240,1,1
0903234160,6180,1,1
0903236130,7755,1,1
0903400040,13515,1,1
0903401070,8850,1,1
0903425270,8550,1,1
0903425280,8730,1,1
0903426010,5700,0,1
0903427040,8520,1,1
0903430040,5680,1,1
0903430050,5680,1,1
0903450060,7758,1,1
0903451110,7449,1,1
0903454010,6882,1,1
0903454090,9000,1,1
0903456110,9780,1,1
0903457040,10320,1,1
0903457130,4330,1,1
0903458020,7200,1,1
0903458060,4800,1,1
0903475040,12358,0,1
0903476100,4388,0,1
0904100100,12888,1,1
0904301110,8160,1,1
0904302010,4484,0,1
0905100060,11235,1,1
0905100080,11235,1,1
0905101070,14299,1,1
0905101200,7943,1,1
0905102010,14149,0,1
0905103110,11677,0,1
0905104030,8400,1,1
0905104090,7094,0,1
0905104170,8978,0,1
0905104240,8425,1,1
0905105040,8665,0,1
0905105170,8398,0,1
0905105260,7742,1,1
0905106150,8724,1,1
0905107140,8197,1,1
0905200010,8169,1,1
0905201080,14175,1,1
0905226050,25339,1,1
0905226080,6960,1,1
0905226130,11375,1,1
0905226170,13770,1,1
0905301050,115149,0,1
0905352010,11075,1,1
0905352180,10029,0,1
0905376090,17541,0,1
0905377020,22692,0,1
0905377050,17808,1,1
0905426010,12615,1,1
0905451390,10512,1,1
0905475270,5400,1,1
0905476170,9098,0,1
0905476225,3869,1,0
0905478140,9280,1,1
0905478220,11100,1,1
0906200230,23920,1,1
0906201022,10357,0,1
0906201023,13474,1,1
0906201200,10380,0,1
0906203140,13125,0,1
0906204140,11287,1,1
0906223040,9317,1,1
0906340080,9965,1,1
0906378120,9178,1,1
0906378150,10481,0,1
0906378170,10652,0,1
0906380010,11175,0,1
0906380040,10235,0,1
0906380070,9588,0,1
0906380120,8814,1,1
0906380140,11103,0,1
0906380160,8556,1,1
0906380200,6762,1,1
0906382020,11750,0,1
0906382060,8760,1,1
0906392080,7242,1,1
0906394020,9316,1,1
0906394050,9317,0,1
0906402070,14364,0,1
0906403060,8883,0,1
0906426060,159000,0,1
0906426195,53107,0,1
0906475110,12205,0,1
0907125040,14217,0,1
0907125120,8775,1,1
0907130060,11249,0,1
0907131060,10021,0,1
0907131120,9531,0,1
0907135050,8428,0,1
0907135080,16561,0,1
0907135180,8070,1,1
0907180040,9337,0,1
0907187040,10820,0,1
0907187060,12352,0,1
0907192020,9543,0,1
0907192040,8826,1,1
0907192120,10665,0,1
0907192150,11317,1,1
0907200130,11800,0,1
0907200190,8660,0,1
0907200250,9720,1,1
0907200270,8982,0,1
0907202100,16300,0,1
0907202220,9675,1,1
0907203060,7700,1,1
0907203110,10356,1,1
0907227060,7200,1,1
0907227100,7200,1,1
0907250050,10386,1,1
0907252020,9375,1,1
0907252190,11354,1,1
0907260040,8749,1,1
0907260050,8749,1,1
0907262020,8158,1,1
0907270040,16226,0,1
0907275080,11927,1,1
0907275150,12728,1,1
0907280090,15295,0,1
0907280100,11248,0,1
0907285040,10000,1,1
0907290140,4435,1,0
0907295040,17227,0,1
0907401060,8200,1,1
0907405130,8450,1,1
0907410020,8145,0,1
0907410050,9245,0,1
0907414060,8500,1,1
0907414070,8769,1,1
0907420050,8334,1,1
0907420060,8333,1,1
0907420110,9045,0,1
0908102100,9170,1,1
0908102160,9825,1,1
0908103090,8308,1,1
0908127040,10921,1,1
0908127060,16287,1,1
0908127070,8240,1,1
0908152060,6285,1,1
0908152070,7917,0,1
0908152260,8536,1,1
0908152280,7024,1,1
0908152290,7023,1,1
0908204090,6400,1,1
0908225240,10215,1,1
0908226180,4270,1,1
0908228010,10042,1,1
0908250100,9450,1,1
0908275090,11767,1,1
0908275200,8172,1,1
0908275240,8172,1,1
0908276230,8190,1,1
0909250150,10592,1,1
0909250160,10594,1,1
0909251030,7223,1,1
0909251040,6821,1,1
0909252010,7200,1,1
0909252150,4000,1,1
0909252170,6720,1,1
0909254090,7642,1,1
0909254100,7155,1,1
0909254130,7128,1,1
