id,gender,location,person,time,g_frontal,g_vertical,g_lateral,antenna,rssi,phase,freq,label
24191,2,1,45,341.63,1.0576,0.032153,-0.13912,1,-56,5.6174,920.25,3
28958,1,1,47,222.15,1.2452,-0.094162,-0.03649,1,-57,5.7954,920.25,3
69901,1,2,18,96.5,1.2804,-0.22048,-0.03649,3,-63,2.6032,920.25,3
23430,2,1,45,295.7,1.2921,-0.094162,-0.047893,1,-55.5,5.6619,920.25,3
24830,1,1,46,141.38,1.2218,-0.094162,-0.059296,3,-58.5,4.4777,920.25,3
32118,2,1,49,70.25,0.35411,0.97377,-0.059296,4,-56,4.1893,920.25,1
40302,1,1,51,303.93,0.37756,0.93932,-0.0022806,1,-59,1.0677,920.25,1
37413,2,1,50,362.3,1.3039,0.089569,0.043332,1,-57,0.6274,920.25,3
62464,2,2,14,261.88,0.62379,0.22737,-0.89172,2,-49,4.0497,920.25,3
42434,2,1,52,71.25,0.2603,1.0082,-0.17333,2,-55,1.1658,920.25,2
67423,2,2,16,514.08,0.15478,0.33072,-1.0514,2,-50.5,2.5848,920.25,3
44302,1,1,53,77.9,0.42446,0.95081,-0.047893,1,-58,4.944,920.25,1
26265,1,1,46,304.7,1.1163,-0.036746,-0.13912,1,-56.5,5.7785,920.25,3
67706,2,2,16,596.75,0.83485,0.76708,-0.013684,2,-59.5,1.0907,920.25,1
63535,1,2,14,955.83,0.27203,0.30775,-1.0057,2,-48.5,0.0061359,920.25,3
69299,2,2,17,814.58,0.30721,0.33072,-0.99434,2,-49,5.9825,920.25,3
14557,1,1,42,487.88,-0.17354,0.97377,0.088944,1,-57,5.1511,920.25,1
20742,2,1,44,409.53,1.128,-0.01378,-0.082102,1,-62,0.92039,920.25,3
42644,2,1,52,129.72,0.45964,0.92784,-0.025087,1,-58,0.52922,920.25,1
40558,2,1,51,325.58,0.38928,0.91636,-0.025087,1,-59.5,0.84216,920.25,1
72132,1,2,21,124.75,1.1983,-0.12861,0.020525,3,-61,0.49394,920.25,3
74377,2,2,24,558,0.10787,0.37665,-1.04,2,-51.5,1.4235,920.25,3
70732,2,2,19,589.25,1.2101,-0.10565,-0.0022806,3,-61.5,0.069029,920.25,3
44515,2,1,53,99.775,1.1749,0.032153,-0.013684,1,-56,0.7225,920.25,3
28048,2,1,47,100.48,1.3156,-0.10565,-0.047893,3,-60,4.2077,920.25,3
2106,2,1,6,121.25,0.79967,0.80152,0.11175,1,-65.5,0.75625,920.25,1
7855,1,1,36,179,0.2134,0.96229,0.15736,2,-56,4.7814,920.25,2
68151,2,2,17,145.25,0.24858,0.45703,-0.99434,2,-51,2.9268,920.25,3
16412,2,1,43,337.7,0.96383,-0.036746,0.066138,3,-47.5,5.6174,920.25,3
44158,2,1,53,63.125,0.025796,1.169,-0.15052,2,-49,0.061359,920.25,4
44633,1,1,53,107.45,1.0694,0.089569,-0.11631,4,-62.5,1.9083,920.25,3
43279,2,1,52,224.7,0.36583,0.97377,-0.047893,1,-61,6.2111,920.25,1
68192,2,2,17,167,0.29548,0.44555,-0.96014,2,-51,6.0853,920.25,3
67730,2,2,17,6.5,0.49481,0.33072,-0.94873,2,-51,6.0562,920.25,3
36164,2,1,50,309.05,1.128,0.14698,-0.0022806,1,-57,3.8319,920.25,3
20,1,1,1,12.5,0.30721,0.99674,-0.070699,1,-63,5.9089,920.25,1
68077,1,2,17,91.5,0.35411,0.43406,-0.94873,2,-50,0.16874,920.25,3
71269,2,2,20,519.25,1.0459,-0.036746,-0.093505,3,-61,3.7859,920.25,3
51574,2,1,59,456.25,0.94038,0.1355,0.0091224,4,-64,1.014,920.25,3
49267,2,1,54,338.75,0.9052,0.18143,-0.17333,3,-50,4.536,920.25,3
37415,2,1,50,362.4,1.3039,0.089569,0.043332,1,-57,0.6274,920.25,3
13055,1,1,41,521.75,0.31893,0.96229,0.12315,1,-58,1.7518,920.25,1
30775,1,1,48,162.45,0.60034,0.88191,0.031928,1,-67.5,2.5525,920.25,2
66194,2,2,15,698.75,0.31893,0.29627,-0.99434,2,-48.5,6.0945,920.25,3
46932,2,1,53,236.08,1.0811,0.055119,-0.12771,3,-56,0.13039,920.25,3
49903,2,1,56,15.25,0.94038,0.089569,-0.16192,4,-66,0.73324,920.25,3
63419,1,2,14,931.43,0.29548,0.30775,-1.0172,3,-63,6.0991,920.25,3
46003,1,1,53,182.8,0.44791,0.92784,-0.0022806,1,-56,5.8721,920.25,1
45330,2,1,53,148.75,1.0694,0.089569,-0.10491,4,-62,5.013,920.25,3
51135,2,1,58,282.5,1.1045,0.14698,-0.11631,4,-64,0.12579,920.25,3
43504,2,1,52,241.58,0.43619,0.92784,0.0091224,1,-60,0.21169,920.25,1
70517,1,2,19,182.25,1.0107,-0.036746,-0.059296,3,-63,4.513,920.25,3
26403,1,1,46,311.93,1.1514,-0.059712,-0.11631,1,-57,5.7892,920.25,3
63631,2,2,14,972.85,0.31893,0.29627,-1.0172,2,-48.5,0.029146,920.25,3
53779,2,2,2,24.75,0.17823,0.2733,-1.0286,2,-53,1.9221,920.25,3
56880,2,2,3,68.5,0.51826,0.10105,-0.97154,3,-57,6.2464,920.25,3
8698,1,1,37,199.25,0.88175,0.56038,0.49945,3,-52,5.9426,920.25,1
19340,1,1,44,164.83,-0.032831,1.0082,0.020525,1,-57,1.4036,920.25,1
71939,2,2,21,41.75,1.1632,-0.12861,-0.013684,3,-61,3.7352,920.25,3
50204,2,1,56,193.25,0.77622,0.81301,0.066138,2,-58.5,0.33287,920.25,2
55219,2,2,2,528.75,0.18995,0.26182,-1.0742,2,-47.5,3.8672,920.25,3
38508,2,1,50,424.7,0.096148,1.1345,-0.013684,3,-67.5,1.1275,920.25,1
37914,2,1,50,383.98,0.43619,0.96229,0.18017,3,-59,0.81454,920.25,1
37788,2,1,50,378.58,1.1163,0.18143,-0.013684,4,-59,0.12272,920.25,3
61171,1,2,13,127.95,0.54171,0.91636,-0.013684,1,-65,0.17334,920.25,1
23388,1,1,45,293.38,1.0576,0.032153,-0.13912,1,-56,5.7141,920.25,3
57886,2,2,3,445.83,0.49481,0.23885,-0.94873,2,-48.5,0.2439,920.25,3
62927,2,2,14,821.83,0.37756,0.33072,-0.98294,2,-50,2.9161,920.25,3
56813,2,2,3,39.5,0.35411,0.19292,-1.0057,2,-52,1.5463,920.25,3
68863,1,2,17,741.58,0.2603,0.23885,-1.04,2,-47.5,3.2904,920.25,3
72741,1,2,21,667.5,1.1045,-0.025263,-0.047893,3,-62,0.59365,920.25,3
45690,2,1,53,168.5,0.43619,0.93932,-0.03649,1,-55.5,5.7908,920.25,1
38223,2,1,50,397.3,0.29548,0.98526,-0.082102,1,-57,1.8761,920.25,1
51222,1,1,58,328.5,0.99901,0.19292,-0.17333,4,-64.5,0.092039,920.25,3
45454,2,1,53,155.65,0.41273,0.89339,0.38542,1,-60.5,0.32981,920.25,1
13377,2,1,42,66.5,0.30721,1.0197,0.031928,2,-56.5,0.067495,920.25,2
74195,1,2,24,504.5,0.060972,0.39961,-1.04,2,-52,1.4573,920.25,3
38453,1,1,50,410.18,0.36583,0.95081,-0.03649,4,-56.5,1.1121,920.25,1
31891,1,1,49,5.075,0.025796,1.1345,-0.093505,2,-50.5,5.777,920.25,4
8340,1,1,37,46,0.31893,0.96229,0.13456,1,-57.5,5.2938,920.25,1
50099,2,1,56,91,0.45964,0.93932,-0.025087,1,-59,0.076699,920.25,1
21844,2,1,45,105.68,1.2452,-0.071196,-0.070699,3,-62,4.243,920.25,3
22904,1,1,45,244.3,0.64724,0.85894,0.066138,2,-55.5,0.27305,920.25,2
29773,2,1,48,11.325,1.2452,-0.082679,-0.059296,3,-56,4.671,920.25,3
36881,2,1,50,339.5,1.0811,0.18143,-0.013684,1,-57,0.67649,920.25,3
10472,1,1,38,440,1.2452,-0.15158,0.088944,3,-49,5.711,920.25,3
8276,1,1,37,16.75,0.2134,0.99674,0.066138,1,-57.5,5.7586,920.25,1
62748,1,2,14,770.75,0.28376,0.36516,-0.99434,2,-50.5,2.8916,920.25,3
8964,2,1,37,287.07,0.30721,0.97377,0.10035,4,-57.5,0.5461,920.25,1
25438,2,1,46,219.45,0.7176,0.79004,0.11175,2,-56,0.35282,920.25,2
40364,2,1,51,308.75,0.17823,1.0082,-0.025087,1,-55.5,1.4205,920.25,1
60817,2,2,12,109.25,1.1749,-0.048229,-0.10491,2,-59,5.9979,920.25,3
61212,2,2,13,176.45,0.82312,0.72114,0.043332,2,-60,5.2278,920.25,4
60076,2,2,6,178.7,0.2134,1.0312,-0.047893,2,-59.5,1.3023,920.25,1
36103,2,1,50,306.45,1.2921,0.078086,0.077541,3,-56,0.018408,920.25,3
56722,1,2,3,2.75,0.43619,0.18143,-0.93733,3,-57.5,0.20862,920.25,3
12314,1,1,40,486.75,1.2101,-0.11713,0.031928,4,-64.5,0.039884,920.25,3
51199,2,1,58,316.5,1.0928,0.14698,-0.12771,4,-64,0.0061359,920.25,3
44079,1,1,53,7.075,0.27203,0.99674,-0.11631,2,-55,5.5193,920.25,2
62454,2,2,14,259.5,0.41273,0.31923,-0.97154,2,-49,4.039,920.25,3
13166,1,1,41,592.5,0.92865,-0.059712,-0.03649,4,-63,1.0707,920.25,3
53731,2,2,2,3,0.30721,0.14698,-0.94873,2,-52.5,1.9604,920.25,3
10651,1,1,39,34.25,0.15478,0.98526,0.12315,3,-68,5.0821,920.25,1
27418,1,1,47,42.15,0.8583,0.45703,-0.070699,1,-57,5.4196,920.25,1
30620,2,1,48,96.7,0.31893,0.97377,0.043332,1,-59.5,1.1858,920.25,1
29138,2,1,47,234.43,1.1866,-0.071196,-0.093505,3,-58.5,4.5145,920.25,3
45521,2,1,53,160.95,0.30721,0.98526,-0.11631,3,-62,1.3146,920.25,1
68752,1,2,17,727,0.42446,0.19292,-0.98294,3,-59,5.619,920.25,3
46063,1,1,53,185.3,0.41273,0.96229,-0.025087,1,-56,5.9089,920.25,1
19775,2,1,44,240.43,0.55344,0.90487,0.088944,1,-67,1.5616,920.25,2
49840,2,1,55,372.75,1.0459,0.59483,0.077541,1,-56.5,0.76852,920.25,1
21465,2,1,45,68.95,0.28376,0.97377,0.077541,1,-57.5,1.5432,920.25,1
19612,2,1,44,203.95,0.56517,0.89339,0.077541,2,-57.5,6.2096,920.25,2
33480,2,1,49,158.08,0.52999,0.87042,0.054735,4,-55.5,1.6751,920.25,1
57860,1,2,3,440.83,0.67069,0.1355,-0.89172,2,-49,0.22703,920.25,3
37864,2,1,50,381.83,1.0928,0.2044,-0.03649,4,-58.5,0.036816,920.25,3
56752,2,2,3,15,0.58862,0.1355,-0.91452,3,-57.5,0.21629,920.25,3
10717,2,1,39,82.75,0.31893,1.0197,0.0091224,4,-61,5.0683,920.25,1
32068,2,1,49,65.7,0.13132,1.0082,-0.12771,4,-56.5,5.889,920.25,1
31892,2,1,49,5.125,0.025796,1.1345,-0.093505,2,-50.5,5.777,920.25,4
10206,1,1,38,276.75,0.34238,0.92784,0.15736,1,-58,5.2324,920.25,1
44724,1,1,53,112.25,1.1163,0.032153,-0.082102,1,-56,0.75472,920.25,3
22306,1,1,45,147.03,0.45964,0.92784,0.10035,1,-60.5,2.3823,920.25,1
40909,2,1,51,359.93,0.37756,0.93932,0.043332,1,-58.5,1.1505,920.25,1
58342,2,2,3,528.58,0.37756,0.25033,-0.97154,3,-58.5,0.80381,920.25,3
