"product_id","page","page_order","recommended","date","text","hours","compensation","user_id","username","products","found_funny","early_access"
"1006510","2","0","True","2019-02-25","This story is purely fictional. Any resemblance to actual individuals or events are coincidental.\n本故事纯属虚构，如有雷同，纯属虚构","3.9","","","NOTmhong","7","1","False"
"1006510","2","1","True","2019-02-25","I don't care about review bombing.","0.5","","","艹","463","","False"
"1006510","2","2","True","2019-02-25","It is very interesting. the scenes and music are touched and thrilled.","2.6","","76561198908679297","david255084","3","","False"
"1006510","2","3","True","2019-02-25","(***Containing Spoilers***)\nSo, this is going to be a rather long and tedious explanation on the political crapstorm for you folks who don't know Chinese. I'll try to be as neutral as possible.\nPlayers found a seal of the in-game cult which has 'winnie the pooh' and 'Xi Jingping' on it. Later some PRC ‘patriot’ alerted the public and government body on social media. Most Taiwanese think the mainlander were triggered because they are brainwashed to support their leader, however this is not quite the case. While some so called 'patriots' indeed got triggered by that, the majority are not too bothered by that. Most mainlanders are triggered because after this discovery, a lot of the seemingly non-political things in this game start to make sense in a political way.  They start to see proofs that this game hides suggestive insults to the general public in the mainland.\nThis game is about a cult, the cult leader's name has the exact same pronunciation as  'Mainland citizen'. If you know Chinese you know there are four or more tones for the same syllable, even the tones are the same in this case. Then the cult itself is named 'lu xin she', 'da lu' ('the mainland') is the general term for the mainland. 'xin' is 'heart' or 'mind' in Chinese. 'she' is a society. So basically people interpret this cult is as a metaphor of those who supports the mainland. The victim in this game is named 'Mei Xin'. 'Mei' generally means beauty, but it is also the name of America ('Mei Guo', emit the 'guo' for country.) So people interpreted this as 'the heart for America'. So this all starts to make sense to the mainland audience as a narrative of 'Mainland citizens' and the 'people who supports mainland' prosecute the 'desire/heart/support for America'. Which the mainland audience felt is clearly a separatism agenda. The cult sacrificial day is set on October 1st to 7th (This October is not the lunar October, lunar October 1st would make sense in this case because traditionally lunar October 1st is a day to make offering to the dead), just happens to be the PRC National Foundation day and its public holiday.  The cult candles also adds up to 49, 1949 October 1st is the foundation day of PRC. Now I personally don't know if the team really was targeting the mainland audience or not. I personally doubt it is, because this is wayyy too obvious. This would be like a 12 years old thinks god emperor Trump meme is top notch political commentary. On the other hand red candle had shown particular attention to the use of date and details before, you can read more about the various dates in detention. Very few Taiwanese seems to mention this, the ones who mentioned it dismissed it as baseless speculations, but that's probably the major reason that many former mainland fans lost faith in the developer as they see it as a direct insult to the common people, not just the government. Many mainland gamers also worry that such a politically sensitive game could trigger a knee jerk reaction from the Chinese government to completely ban steam all together.\nThis whole situation sparked a full-on online war between mainlanders and Taiwanese. The investors and publisher have all backed off and cut ties, the studio is under quite a crisis now. Their mainland social media account is deleted, the game is pull off from Chinese steam. PRC gamers started a massive review bombing campaign on the game. Some made fake screenshot and other materials to 'prove' the studio's supposed sinister intent. While some bought the game only to leave a negative review before they ask for refund. The rating dropped from overwhelmingly positive to mixed in a matter of hours. Many influencer and streamer who previously gave condolences to the game now has either cut ties or actively express their discontent. The studio has come out with various apologise and declaration statements to no avail, only to fuel the conflict even further. According to the team, the cult seal is a mistake left accidentally in by one of the graphic designers, who used popular online slangs as testing material. The mainland gamers don't believe this at all and insist the studio itself is responsible for their hidden political agenda. They also believe the studio only apologised because they are still interested in the mainland market, which only angered the gamers more. On the Taiwanese side it triggered a wave of negative attitude towards mainland gamers. There are already quite a lot of anti-mainland and dependence sentiments, especially after Xi mentioned that the PRC government will still consider military unification an option in this lunar new year's open letter to public. The reactions from mainland gamers only dragged their already negative view of mainland public into an abysmal level.  They can't understand the overreaction and they think to keep pushing and prosecute the studio after the apology is very unreasonable. Many despise what they regard as overly politically sensitive, and self-censoring mainlanders. From their perspective, it's very hypocritical of the mainlanders to promote the game as a 'homemade game' at the start then quickly turn 180 and condemn it once this ♥♥♥♥♥torm blows out. There are also cracked pirate version of the game already circulating in mainland websites despite the price is half of its international price in PRC.\nOK that's pretty much it. I hope this long and boring explanation shed a bit light for you confused bystanders. I personally think the game is decent. I don't see any suggestive theme outside of the supposed metaphoric names.  This is NOT a review for the game however, this is my mere attempt to help people to understand the situation. Some details may be completely wrong, but this is my understanding of the situation. Have a nice day and pet a puppy today :)","2.3","","76561198129158516","Vic","149","","False"
"1006510","2","4","True","2019-02-25","great game","2.6","","","functionzang","381","","False"
"1006510","2","5","True","2019-02-25","Pretty good","1.9","","76561198163159896","Leon S Kennedy","60","","False"
"1006510","2","6","True","2019-02-25","Good game!","2.8","","76561197995628890","Albert","168","","False"
"1006510","2","7","True","2019-02-25","Excellent game, review bombing is ♥♥♥♥♥♥♥t.","3.7","","","bisontrooper78","197","","False"
"1006510","2","8","True","2019-02-25","I love the storyline and the song of this game.\nIt should not be given so much down vote just because of this childish political thing","10.9","","76561198010439957","CrystalCube","56","","False"
"1006510","2","9","True","2019-02-25","I'm just gonna ignore the fact that Chinese players are salty for a silly Easter Egg because this is a damn good game. Haven't finished it but its storytelling, attention to detail and carefully crafted scare factors are absolutely amazing.\nDon't expect the likes of Outlast or PT, the game doesn't force you to run or hide from enemies but instead you are given a pleasantly terrifying stroll in an apartment building.\n9.5/10\nEdit: I'm still waiting for trading cards Red Candle. Please make it happen:D","5.1","","76561198156510295","NOT A SQUARE","136","","False"
"1006510","3","0","True","2019-02-25","An amazing game! The graphics are outstanding, and the music and atmosphere are very well managed. The plot was nice. Although the first person view does bring motion sickness to a whole new level. Compounded with the self-mutilating scene, it could be quite uncomfortable. All in all a great buy.\nP.S. Bought the game on February 21st because I played ""Detention"" before and like the game. So all the butthurt Chinese reaction that occurred after Feb 23rd was all added bonuses. I'd say it's even more entertaining than the game itself to watch that many people go nuts. This literally lengthened the playtime of the game waaaaay beyond 4 hrs!","6.3","","","Kiwimaster","5","","False"
"1006510","3","1","True","2019-02-25","highly recommend","5.2","","76561198154769605","chaowei25","9","","False"
"1006510","3","2","True","2019-02-25","For everyone who have no idea wtf these negative rating going on: if you are interested in a horrible game with excellent atmosphere of traditional Chinese culture, you should buy it. Not expensive, short story, wonderful feeling.\nMost of the negative comments wrote by simplified Chinese are given by a group of Chinese player who cannot accept the developer from Taiwan, a country with fresh air and freedom.","5.3","","","AKIHABARA!","43","","False"
"1006510","3","3","True","2019-02-25","Frankly absolutely zero interest in this game at first but then after reading the comment section, I purchased it to support the Taiwanese developer and the Taiwan.\nTo the developer, keep on the good work and looking forward to support you again in the future.","0.2","","76561198005889439","LKmm","142","","False"
"1006510","3","4","True","2019-02-25","Well, this is certainly an excellent horror game with uniquely Chinese / Taiwanese characteristics.\nIn lieu of Mainland Chinese going crazy over effectively nothing (except some political meme in a texture somewhere in a corner that 99.999% of players wouldn't notice anyway) I particularly want to recommend this game and support the Taiwanese game developers.\nNow that the Mainland Chinese market has spoken, I guess they just don't deserve to get games like this. I for one am looking forward for Red Candle to take their significant creative talents, and focus on the English speaking market instead for their next endeavor.","0.2","","76561198116905438","helios","10","","False"
"1006510","3","5","True","2019-02-25","This psychohorror little game is a great work with very high historical specificity and amazing details. It harkens back to my childhood memory but puts a sick twist to it. A complete and immersive experience. Total changed the way I see things now, for better or worse.","2.8","","76561198102347655","michael198820","18","","False"
"1006510","3","6","True","2019-02-25","Another worthy successor to the P.T. horror genre, this game may be short, but it really does pack a lot of emotional weight behind it's atmosphere and sense of style.\nIgnoring the blatant Chinese trolls triggered by the fact that not many folks like Xi Jingping, the game takes place in 80's Taiwan, which can be best described in game (and this is a major part of the story so I won't spoil anything) as where modernity and tradition are in constant conflict. Devotion has you play as a man looking for his daughter, while trying to piece together your own past on the events leading up to her daughter's disappearance. I won't give anything away, but this is a story where the main protagonist is basically a tragic figure.\nGraphic wise, the game runs really smoothly, even on a old graphics card like mine (AMD Radeon R7 200 series) so there is no need to worry about it bonking your system.","2.7","","","Ace K","758","","False"
"1006510","3","7","True","2019-02-25","Great Game. Highly recommend this game to everyone.","3.3","","76561198922412130","zzfang2","2","","False"
"1006510","3","8","True","2019-02-25","Great commentary on the importance of mental health care and the damage that social stigma could cause.","0.2","","76561198927576998","leowaterloo","1","","False"
"1006510","3","9","True","2019-02-25","T_T","5.5","","","buckydonegun","21","","False"
"1006510","4","0","True","2019-02-25","Another fantastic game made by RedCandleGames. I really enjoyed it, it may be short for some people, but the game is really polished with great, very consistent art style that reflects Taiwan's 80s, great music and story.","2.5","","76561198007246268","Magic Turtle","219","","False"
"1006510","4","1","True","2019-02-25","The devs did good job in presenting Taiwan folk superstition in depth. The game is pretty enjoyable while the plot actually reflects the true society problems in Taiwan nowadays, in both sarcastic and educational ways.","1.0","","76561198086202238","Pooky","13","","False"
"1006510","4","2","True","2019-02-25","Devotion is a very amazing Taiwaness Game. It shows lots of convection and culture of the age. The most scary part is how sad the story is.","5.1","","76561198255923154","feiteniepal","4","","False"
"1006510","4","3","True","2019-02-25","Dear all:\nI strongly recommend this game. The quality of this game is amazing! I watched several streamers playing it and even dare not to go to the toilet at night ><! However, although this game is scary, it has a heart-warming core. It will provide you a penetrative perspective on the Asian parental issues, and will show you the distinct culture of Taiwan in the 1970s.\nDon't mind those raging comments -  they are mad about a minimal political sarcasm in the game Easter egg. Just a mild sarcasm (comparing to Rick & Morty). Those overreacting zealots are victims of an authoritarian regime.\nPlease don't miss out this game. For your fun and for the freedom of speech.\n------------------------------------------------------------------------------------------------------\n本来没有想买，因为超级怕，放在library里都害怕的那种。但是因为这次风波，一定要支持一下你们。\n------------------------------------------------------------------------------------------------------\n“如果批评不自由，则赞美无意义”。2013年之前，吐槽或者玩政治梗只是相视一笑，如果实在很讨厌也会生气，但不至于到现在这种狂欢式的网络暴力的程度。\n维尼不代表大陆，至少他不能代表我。而我很喜欢这个彩蛋，结合被爆出来之后的各种反应，我觉得把他画在符上一点也没错，甚至是一种可以称为行为艺术的精妙的讽刺。\n我很爱大陆，很爱中国。歌哭于斯、聚国族于斯。我希望中国能变得更自信和开放。可现在处处噤声。\n如果中国的同胞们看到我这条评论，希望你们能去关注王林清，去关注赵宇。希望你们知道佳士、耒阳、寿光、厦门，记得三原色和疫苗。比起一个贴图，有太多的东西值得我们去在乎了。那才是和我们生活息息相关的。\n我心目中中国的未来，是政治家为人民服务，而不是人民的神。政治讽刺是达到这样的未来的必备的东西。\n也希望赤烛加油，希望你们永远不会带上脚镣跳舞，希望你们的创作能够乘着风的双翼，飞遍整个世界。\np.s 买完发现必须要游戏5分钟！为了能留言我打开了游戏挂着QAQ 内心充满了恐惧。制作组你们知道我有多爱你们了吗QAQ","0.2","","76561198141664500","akira1991","53","","False"
"1006510","4","4","True","2019-02-24","Even better than Detention. Great job on the Art and design. Not just jumpscares. AWESOME GAME! Winnie the Pooh the best meme! MUST PLAY HORROR GAME 2019","4.0","","","JediLato","44","","False"
"1006510","4","5","True","2019-02-24","awesome!","5.2","","","▒▒▒▒▒","26","","False"
"1006510","4","6","True","2019-02-24","Not a horor game fan.\nThough the interactive part of the game is too simple, but I really enjoy the art and sound atmosphere created in the game, the overall experience is magnificent !\n雖雖然遊戲本身設計過於簡單，但是美術與配樂非常寫實跟細緻！！","3.1","","","AprilCoffee","6","","False"
"1006510","4","7","True","2019-02-24","Well made game. Very scary.","13.7","","76561198035149037","smallhan","42","","False"
"1006510","4","8","True","2019-02-24","I would say Detection has a better story, but this one based on family and religions is still worth buying and playing. Both Detection and Devotion strongly relate to Taiwanese local cultures, which brings the players into one of the most mystery world of Asia.\nWould recommend anyone who'd like to learn about Asian culture.","6.7","","76561198114110727","wrpeng","39","","False"
"1006510","4","9","True","2019-02-24","Wow, never has a horror game made me cry before. Well done Red Candle!","6.3","","76561198108031310","Captain Cuddles","725","","False"
"1006510","5","0","True","2019-02-24","This is an amazing game, the story is great and the ending is epic! The FEEL is real when the theme song by No Party For Cao Dong came on in the end, and when the song Lady of the Pier came on during the end credits.\nEvery little detail took me back to my childhood in Taiwan, the red metal doors, the incense sticks by the doors, colourful bathtub, TV show, typhoon, bird chirping door bell, folklore and superstitions, Taoist talismans in the water... the list goes on.\nWinnie the Pooh banned in China is still funny to me, the game had an Overwhelmingly Positive review, before it got review bombed by Chinese people that can't take a joke.","4.2","","","Chavid","203","","False"
"1006510","5","1","True","2019-02-24","Awesome game with awesome quality.\nKeep up the good work! And don't let the haters bother you.","3.4","","76561198182951529","charlotte410061","1","","False"
"1006510","5","2","False","2019-02-24","damn im hurt by this game and surprise by its dev.'s ignorance","1.8","","76561198153553713","NONO311","57","15","False"
"1006510","5","3","True","2019-02-24","recommend to anyone want to know Taiwan more.\nthis game show you how 1980s taiwan look like, and the misterious culture of taiwan religeons.\nthat's really cool, I had lots of fun playing this game.\nAnd it also truly a good party game, you can gether friends and play it together, disguss the story together, and have a bunch of good time.","10.9","","","shiou813","49","","False"
"1006510","5","4","False","2019-02-24","Good game, but it's wrong to involve political factors.","1.1","","76561198308321127","瘟疫-lone walker","24","12","False"
"1006510","5","5","True","2019-02-24","Good game, typical Eastern Horror.\nEastern Horror includes horror and human nature,\ncomprised with the people's stories.\nSome flavors are added to a horror game if it is built up by some tragedies and some regrets,\nimpressing me and unforgettable.\nBesides, very good atmosphere.\n好遊戲 優秀的東方恐怖\n所謂東方恐怖 在恐怖之餘 仍不忘人心與人性\n一齣悲劇和一點遺憾 為恐怖遊戲增添了幾分味\n而且也不必驚悚 恐怖氛圍即已足夠","10.6","","","ec75413","107","","False"
"1006510","5","6","True","2019-02-24","I really liked this game. The horror in it was really good. It has many jump scares but the atmosphere is what makes it as scary as it is. The story turned out to be very good and it made me sad, as I was expecting it to be. Would definitely recommend it to anyone that would like to give it a try.","3.1","","","Luhuli","104","","False"
"1006510","5","7","True","2019-02-24","Nice artwork!","3.0","","","Hingge Lua","13","","False"
"1006510","5","8","True","2019-02-24","Worth every penny.","7.9","","76561198263951753","林博仁","25","","False"
"1006510","5","9","True","2019-02-24","As a Taiwanese grew up at the 80s, Devotion's production design is full of detail and well reproduced the environment of 80s. The story itself is a sad story, but Red Candle team handled the ending in an artistic way. Highly recommend!","3.7","","76561198360903743","kolala0328","3","","False"
"1006510","6","0","True","2019-02-24","this game is very nice","8.8","","76561198361616813","garypengaa","2","","False"
"1006510","6","1","True","2019-02-24","Good art and music performance, but game-time was short.","0.3","","76561198120300253","b001089006","4","","False"
"1006510","6","2","True","2019-02-24","People are review bombing this game because they don't like that one of its developers included an unflattering meme about the current Chinese president Xi Jinping. It must be nice to be a political leader who has such an indoctrinated group of followers that they are willing to jump on anyone who criticizes you like a pack of wolves, and who boycott products with the slightest whiff of political sentiment that disagrees with their own.\nI can't help notice the similarities to President Trump's supporters in the US. Authoritarianism does well by such people, who are so willing to divide the world into friends and foes of their particular ideology, art and creativity and nuance be damned. But I digress:\nDevotion is a wonderfully frightening, compelling game. The people who made it should be proud of it. The people attacking it because their worldview is just that fragile, should frankly be ashamed of themselves.","0.1","","76561198045243340","cbartondock","65","","False"
"1006510","6","3","True","2019-02-24","This is a tremendously atmospheric game with a great, compact story.","4.6","","76561197976153767","althing7","37","","False"
"1006510","6","4","True","2019-02-24","Good game. Don't let the review bombing throw you off.","3.9","","","shubachi","175","","False"
"1006510","6","5","True","2019-02-24","This game belongs in a museum","3.4","","76561198018480296","h_zeera","353","","False"
"1006510","6","6","True","2019-02-24","I really enjoyed Red Candle's previous game, Detention so I was hyped about this game. Man did they deliver! It's a massive graphic upgrade from Detention yet the same unique horror vibe carried over. Sure the jump scares are sometimes cheesy but there's more to the game that chills you to the bone. Of course what makes this game special is the Chinese culture aspect, which is rarely represented in horror games, or video games in general.\nOK now on to the elephant in the room: the ""politically motivated"" image. Sure it doesn't add anything to the game but I don't think it deserves the negativity and uhm, rage. As a mainland-born Chinese, I find it funny and sad that some of my fellow people can't take something directed at a political figure (whether Xi is evil is not even relevant). I thought I had read enough dystopian fiction on how oppressive regimes can transform the people but this is even beyond the imagination of literature. I understand the part where they fear this may get the game, or even the entirety of Steam, banned given the current atmosphere against video games in China. For that reason I think Red Candle Games made a poor choice: not that they are not entitled to expressing themselves but as I said they included something that didn't add anything to the game theme. However, I do want to say to the players who share that fear: you should realize it is the government bodies that impose censorship, not the artist themselves. Playing ""safe"" may buy you a sense of safety, but not really.\n醒醒吧，同胞们。真以为自己姓赵了？\n你们在一个言论开放的平台上为一个随时可能封禁你喜欢游戏的政权辩护，不觉得很讽刺吗？\n还跑去给《返校》刷差评？还知道连坐啊？红小兵，加油，这个国家需要您这样的人才！","3.8","","","alphayoung","43","1","False"
"1006510","6","7","True","2019-02-24","Best horror game of all time! Scared the♥♥♥♥♥♥out of 1.3 billion Chinese within couple days!","5.6","","76561198927042667","g8922015","1","2","False"
"1006510","6","8","True","2019-02-24","One of the best game I've played.\nTaiwan NO.1!","3.2","","76561198292612734","yuichiu416","2","2","False"
"1006510","6","9","True","2019-02-24","im spook","0.9","","","kronb","440","","False"
"1006510","7","0","True","2019-02-24","Beautiful game with an amazing story. Def worth the price.","11.1","","","yasskween92","37","","False"
"1006510","7","1","False","2019-02-24","I should say this is a great game, but I feel like the Production Team should not have joked about politics and stuff related to it. Is not really a funny joke. Loved the game but I don't really want to recommend it. I felt kinda uncomfortable while playing it because of all the religious part, the story is really sad and I wish there could be possible a good ending to it.","5.1","","","あまく","36","5","False"
"1006510","7","2","True","2019-02-24","Don't be tricked by the trolls who are review bombing this game on behalf of Communist China. This game is amazing and well-done. Detention was one of my favorite horror games (...actually, my only favorite...), and this one (from the same makers as Detention) continues to meet that high bar -- and exceeds it in all aspects, especially now that it's 3D (rather than a 2D side-scroller). That also makes it all the more terrifying, but I guess that's the point...","0.1","","","Lt.Ownalot","73","1","False"
"1006510","7","3","True","2019-02-24","a great short enjoyable horror game :)","2.7","","","Savior","53","1","False"
"1006510","7","4","True","2019-02-24","This is the horror game for everyone.\nGrowing up watching Taiwanese TV show with my grandmother. Some of those have horror elements. Playing this game is like going back in time to my childhood's memories.\nThe apartment and the atmosphere are exactly what I have in mind. Dark room with red ambient light. I hate that....\nStory is interesting. It kept me want for more after read through those scripts and want to find out what has happened in the game.\nI was a bit surprised that the game isn't too scary as I thought which is a good thing. If you like horror but too scare to play. You probably like this game. Easy to play. Developer focus on telling the story than trying to kill you.\nGame is quite short I wish it last longer. But it's a good game. See for yourself.","3.1","","76561197970589373","entanianick","30","1","False"
"1006510","7","5","True","2019-02-24","Best 2019 indie horror game.","6.9","","","Avant","6311","","False"
"1006510","7","6","True","2019-02-24","Awesome story, graphic and music , but it is short.","4.1","","76561198426546225","ロボット男","41","","False"
"1006510","7","7","False","2019-02-24","If you are not Chinese and you don't know Chinese, then I would recommend you to play this game. Because ""cults"" are all people in the world who need to be vigilant, not just Chinese. And from the picture, music, story, there are high level of production. Even it's short, it still a good game.\nBut game companies should not include political content (content insulting) that has nothing to do with the game content in the game. No one would like to be told that food is mixed with feces after tasting good food. And the restaurant refuses to refund, ridicules the guest and prohibits the guest from giving an evaluation. This disgusting experience comes from RedCandleGames.\n\n如果你不是中國人，你不懂中文，那麼我會推薦你游玩這款遊戲。因為“邪教”是世界範圍內所有人都需要警惕的，不單指中國人。而且從畫面、音樂、故事情節體現都有很高的製作水準，雖然流程很短，但無可厚非這是一款優秀的遊戲。\n但遊戲公司不應該在遊戲裡加入與遊戲內容毫無關係的政治內容（侮辱性）。沒有人會喜歡在品嚐美好的食物之後，被告知食物裡摻了屎。餐廳不僅拒絕退款，還嘲笑客人並禁止客人發出不滿的評價。以上的惡劣體驗均來自赤燭一手優秀的操作。","0.9","","","patata118","7","31","False"
"1006510","7","8","True","2019-02-24","Don't get those Chinese bot review bombs fool you, this is a wonderful game, great story and culture reference. It's on the short side but it will take you to a deeply emotional journey that worth your afternoon. fully recommended.","0.3","","76561198031366455","chienchuntse","240","","False"
"1006510","7","9","True","2019-02-24","This game is very interesting. It's really refreshing to experience a horror story told from a different perspective and mystical realm compared to the more prevalent western settings and themes in the more prevalent bigger and more well-known games of that genre out there.\nYou can easily play through this game on one evening. And I very much enjoyed doing that. There are some very nice little gameplay variations, the story is told very well and the details are really cool.\nVoice Acting is only in Chinese, but the subtitles are more than enough to understand everything and the original voice actors did a phenomenal job here.","2.5","","","[RoaЯ] Big_Friendly_Göppi","124","","False"
"1006510","8","0","True","2019-02-24","Don't understand the review-bombing; perhaps I'm used to memes about governments/presidents.\nThis game is awesome.\nAs a puzzle game, there is room for improvements.\nI consider the game more like an interactive movie/novel/audiobook.","4.3","","76561198037478800","andier7930","14","","False"
"1006510","8","1","False","2019-02-24","Devotion is a wonderful game, the story in my opinion was quite amazing. But however, the game is quite short, and the devs seem to have realized this. The game is artificially lengthened, in quite a few ways.\n-Long corridors\n-slow walking speed\n-Long corridors that make you walk even slower\nAll this to make the game longer, so people can't get a refund, I feel like I did not get my money's worth on this game, and I recommend you buy this game on sale.\nNow, on to the horror aspect. This game does have some moments that are quite nerve wracking, but it felt like they're few and far between, and any moments that are meant to be scary I was often met with a jumpscare- which only about two of them successfully made me jump. But all others I *knew* was going to happen and made the game less scary for me, I am of the belief that a psychological horror should not rely on jumpscares to scare the player, as I felt this game did. BUT despite the reliance on jumpscares I will say the moments that did have tension- were very well done.\nTLDR: Artificially lengthened, Story is great, couple jumpscares- could be done better imo, BUY ON SALE!!!","3.1","","","Parfait Prince","88","9","False"
"1006510","8","2","True","2019-02-24","This game is pretty fun to play and the story is pretty unique, the environment and houses does look like what you will see in Taiwan, most of the negative review come from the political stand between China and Taiwan but to me as an outsider I wouldn't mind seeing the Chinese President as Winnie the Pooh, some part of the game really impress me but really disgust the crap out of me. I would recommend this game for anyone who wants to play it.","3.0","","","ようこ 🎵 ~","143","","False"
"1006510","8","3","True","2019-02-24","Mad Chinese lul. Great game to play.","4.3","","76561198815997752","Better than Bryan","3","","False"
"1006510","8","4","True","2019-02-24","Its a short albeit very scary and well put together game imo. When I bought it the reviews were Overwhelmingly Positive hence my purchase. Today they are mixed because a developer at Red Candle snuck in a joke about current President of China.\nYou see, in Taiwan you're actually allowed to criticize and make fun of other world leaders. In China you can't say anything bad. Chinese are♥♥♥♥♥♥♥♥because this their only outlet to complain. they can't tweet, for example.","12.5","","","Swolaire, Lordran Vice","205","","False"
"1006510","8","5","True","2019-02-24","88!!","4.0","","","Phoenix♂Wright","373","","False"
"1006510","8","6","True","2019-02-24","Definitely recommend it. Very elegant map design and event design.  Story is one of the best I have ever seen.  I just played for 40 minutes and I already cannot wait finishing it. (Too busy IRL QAQ)","3.2","","76561198026160069","svgamer0733","592","","False"
"1006510","8","7","True","2019-02-24","I lOVED this game. I'm a big horror fan and am very into Asian culture. So to see this East Asian horror game i instantly fell in love. I spent the first 30 minutes trying to gain enough courage to walk down a hallway. The visuals are nice. The sound is amazing! It puts you on edge and calms you at the same time.\nI love the traveling back and forth between timelines to piece your memory together.\nHowever I wish i would have gotten to finish the game.\nThis developer deserves the money, sadly i had to get a refund. The game bugged out at the ""calm self"" part of the game. I watched two others online go through that part no trouble. I did everything i could including uninstalling and reinstalling the game to no avail. The help boards are all in Chinese. I speak some Mandarin, however they did not and I still could not get the help I was looking for.\nThe company and Steam were very cool about the whole situation and gave me the refund. But I feel really bad about it. They deserve the money. It's a great game.","1.7","","76561198150536228","Pamelaxxlove","48","","False"
"1006510","8","8","False","2019-02-24","offensive political propaganda and not fun","0.4","","76561198081610999","SC.CMT","6","12","False"
"1006510","8","9","True","2019-02-24","I haven't finished the game yet but so far so good. I've read other reviews but i want to form my own opinion first.\nI posted a walkthrough on youtube with my twin brother so if you guys would check that out please do.","0.9","","76561198199516945","Minty141","41","","False"
